SUPPLY_ID,LATITUDE,LONGITUDE
1766,41.1182687,24.9223683
1169,37.9461725,23.6782811
1955,39.55425049999999,20.9196716
1035,35.3124092,25.1467825
659,37.4813502,22.4376627
1479,38.0472708,23.7714547
71,38.0226558,23.6880042
1465,38.0512581,23.8021097
1523,38.0236403,23.7327993
413,40.5830803,22.9600784
887,38.3570993,22.7889422
612,37.5842718,22.8463007
978,37.7662425,26.7260713
631,37.5582223,22.7068588
1187,37.9724565,23.6634615
1845,40.62253700000001,22.7314709
1279,37.9229501,23.7268068
1228,37.9354635,23.7280559
1781,41.0049223,24.3244272
110,37.9748045,23.7751799
279,38.0142141,23.6545055
1620,38.0265707,23.8198045
1435,38.0472708,23.7714547
976,37.7257484,27.0422017
1158,37.9871449,23.6419455
1945,39.6784673,20.8369577
1176,37.9487205,23.6266542
23,38.0296284,23.6949815
1836,40.26291,22.5414037
1043,35.3340246,25.3406766
636,39.074208,21.824312
245,37.976591,23.7649908
1956,39.6523467,20.8595348
215,37.997718,23.6739508
1926,38.7375342,20.7182064
239,37.995752,23.7776815
1577,38.1537091,23.3436728
130,37.9947992,23.7244613
1533,38.2487435,23.9257514
1507,38.0192869,23.7520535
226,38.0296284,23.6949815
720,36.1662176,22.9798307
833,38.8350995,22.4103948
1426,38.020741,23.7959223
1502,38.0622969,23.7599103
846,38.8350995,22.4103948
1440,38.0293616,23.7329608
1499,37.9987223,23.8047442
1014,35.42874380000001,24.025014
154,38.0617317,23.7126572
939,38.5984693,23.5334726
1012,35.42874380000001,24.025014
1157,37.9703784,23.4636342
1680,38.0363,23.7721998
151,37.9802052,23.7680259
55,38.0039437,23.742903
628,37.5582223,22.7068588
1598,37.9106901,24.0177053
1191,37.9567449,23.6312718
1005,35.42874380000001,24.025014
134,37.9971193,23.753836
153,38.0617317,23.7126572
1768,40.9802382,24.9522412
33,37.9901469,23.7120368
1976,39.7627551,19.8186982
1296,37.9289902,23.7529947
485,40.522512,23.0280768
1521,38.1301776,23.8578636
260,37.9817943,23.7170039
317,37.9695665,23.7557391
967,37.439611,24.8880925
1186,37.9871449,23.6419455
1011,35.42874380000001,24.025014
1909,39.13587589999999,20.9752637
1722,38.0707889,23.9910173
202,37.997718,23.6739508
1827,40.5630703,22.2036695
1911,39.1527258,20.9222988
399,40.9506325,22.6182191
1505,38.0293616,23.7329608
1588,37.7905679,23.8908039
1934,39.670496,20.8433832
1027,35.327782,24.6905436
158,37.997718,23.6739508
470,40.4805336,22.8546753
1364,37.9230902,23.7006936
994,36.3205315,28.1005632
1984,39.1977287,20.170041
1100,37.8640519,23.7454264
1639,38.0413838,23.8031774
1016,35.5079351,24.0247558
753,39.3979946,23.1808037
1637,38.0933352,23.8152429
1966,39.7627551,19.8186982
1780,41.0049223,24.3244272
1217,37.9366072,23.731093
722,39.1562947,23.4418908
657,37.4813502,22.4376627
1116,37.98595700000001,23.6524974
1450,38.020741,23.7959223
765,39.3635451,22.9509289
356,40.8028808,22.6165554
388,40.7404458,23.0618913
1036,35.2279016,25.1765647
1938,39.670496,20.8433832
1960,39.4313592,20.2587568
780,39.6246896,22.4212416
123,37.9802052,23.7680259
1350,37.9724565,23.6634615
114,37.976591,23.7649908
1455,38.0192869,23.7520535
415,40.4235811,22.9571629
178,37.9890595,23.6569691
914,39.074208,21.824312
1764,41.1182687,24.9223683
1356,37.9703784,23.4636342
520,40.39709879999999,23.7870822
1231,37.9545807,23.7383143
65,37.976591,23.7649908
1891,38.55592900000001,21.6740721
1667,38.14109940000001,23.8311079
834,39.074208,21.824312
1509,38.0192869,23.7520535
1559,39.074208,21.824312
817,39.6993346,21.6335186
1647,38.0511604,23.7680577
682,37.7636881,21.305706
1597,37.8039308,24.0503969
1800,41.0820427,23.4617028
1431,38.0352473,23.759774
336,40.6430365,22.9401863
1415,37.9354635,23.7280559
396,40.9181761,22.8747643
204,38.0724807,23.7470526
1342,37.9768566,23.6532208
1394,37.827508,23.8069065
533,38.2371702,21.7364005
714,37.0733065,22.4289933
379,40.7137773,22.9283587
1591,38.0707889,23.9910173
1668,38.0511604,23.7680577
146,38.0021175,23.7133553
1733,41.1145301,25.4112679
343,40.6376556,22.9543476
1612,38.024942,23.79748
1246,37.9443509,23.6966157
1569,38.0569782,23.8006143
1846,40.26291,22.5414037
527,38.2207737,21.7366312
94,37.9748045,23.7751799
1885,38.6109481,21.3769891
1866,40.2828522,21.5547899
1225,37.9606327,23.7125466
1205,37.9230902,23.7006936
1545,38.1301776,23.8578636
163,38.0054558,23.6915065
46,38.0006895,23.7462833
3,37.9695665,23.7557391
1462,38.0169141,23.7552966
454,40.6136319,22.9679772
309,38.0617317,23.7126572
503,39.9432931,23.6429832
1983,39.7627551,19.8186982
117,37.9695665,23.7557391
842,38.8350995,22.4103948
1627,38.0090986,23.8242985
286,38.0378644,23.6871983
1484,38.0622969,23.7599103
323,40.6318012,22.9471962
310,38.0724807,23.7470526
1646,38.118785,23.8596257
633,39.074208,21.824312
1284,37.9395051,23.7562919
390,40.9181761,22.8747643
665,37.6725355,21.434075
957,37.7408815,23.5014213
938,38.4109234,23.5490415
1732,40.8551059,25.7417761
1543,38.0472708,23.7714547
179,38.0296284,23.6949815
1338,37.96452,23.5679726
632,37.5582223,22.7068588
368,40.62253700000001,22.7314709
944,38.4109234,23.5490415
566,38.2397453,21.7307875
913,38.43206380000001,22.4244452
988,36.3551657,27.9938711
1774,40.6908469,24.7499112
926,38.4109234,23.5490415
932,38.4109234,23.5490415
845,38.8350995,22.4103948
982,39.1897595,26.4924366
1752,41.1145301,25.4112679
1616,38.0325332,23.8356334
1002,36.8755596,27.2864059
1743,41.4697021,26.5466173
417,40.6184609,22.9614025
355,40.6433635,22.9339563
1847,40.26291,22.5414037
362,40.6541997,22.9293738
592,37.9170427,22.9448182
1810,41.0820427,23.4617028
916,39.074208,21.824312
1054,35.3340246,25.3406766
1501,38.0556442,23.7583685
1003,36.61018869999999,27.1610617
1391,37.827508,23.8069065
1168,37.9768566,23.6532208
1528,38.033916,23.737403
49,37.9968987,23.740664
1690,38.3346273,23.7408956
1336,37.96452,23.5679726
1946,39.6684968,20.8530123
1058,35.2562394,25.6065459
1148,37.9768566,23.6532208
1754,41.1145301,25.4112679
1378,37.8953537,23.744783
937,38.4109234,23.5490415
292,38.0374707,23.6978864
1090,37.98595700000001,23.6524974
104,38.0034352,23.727173
294,38.0378644,23.6871983
1059,35.2562394,25.6065459
1907,39.2648724,20.8749075
858,38.4554672,22.8825938
1892,38.6109481,21.3769891
1586,37.9106901,24.0177053
1044,35.3285686,25.0718277
1072,37.9395051,23.7562919
1040,35.2690984,25.2396099
1703,37.7375886,23.941751
997,36.7998512,27.1029431
1746,41.1145301,25.4112679
1539,38.0293616,23.7329608
1143,37.9548428,23.6185383
685,37.9215854,21.1473841
205,38.0617317,23.7126572
945,38.4109234,23.5490415
1823,40.5115162,22.2148981
874,38.3771824,23.1066044
1106,37.98595700000001,23.6524974
626,37.5582223,22.7068588
1562,38.0169141,23.7552966
1354,37.98595700000001,23.6524974
589,37.8080308,22.8012075
1155,37.9393131,23.6424563
187,38.0374707,23.6978864
1408,37.9354635,23.7280559
505,40.320311,23.0661894
1418,37.9228947,23.7410981
961,37.85641,24.9101281
207,37.997718,23.6739508
181,38.0226558,23.6880042
1181,37.98595700000001,23.6524974
1444,38.0017904,23.7977042
1321,37.9531249,23.6816363
1132,37.94167789999999,23.6483108
1200,37.8838731,23.759146
1352,37.9722528,23.6463577
594,39.074208,21.824312
530,38.2478916,21.7361885
1849,40.26291,22.5414037
859,38.4554672,22.8825938
1590,38.0178806,23.9979811
536,38.1640464,21.8343074
1221,37.9571421,23.7014976
562,38.2794669,21.7521278
1944,39.074208,21.824312
638,39.074208,21.824312
1230,37.9617869,23.7513958
74,38.0296284,23.6949815
614,37.5097524,23.013113
966,37.9768566,23.6532208
1411,37.9545807,23.7383143
1288,37.8313786,23.7749064
38,37.9968987,23.740664
1374,37.9469456,23.6877713
581,38.2877792,22.0214902
56,38.0104638,23.7007324
1287,37.8838731,23.759146
1927,38.7375342,20.7182064
311,37.9748045,23.7751799
1673,38.0192869,23.7520535
1884,38.6109481,21.3769891
1535,38.0325332,23.8356334
652,37.4813502,22.4376627
389,40.9181761,22.8747643
133,37.99106640000001,23.7243818
235,37.9748045,23.7751799
1920,39.2121612,20.5247168
558,38.1640464,21.8343074
1292,37.9228947,23.7410981
857,38.4554672,22.8825938
1152,37.9299789,23.6342572
903,38.43206380000001,22.4244452
15,38.0039437,23.742903
91,37.9968987,23.740664
1998,39.7627551,19.8186982
316,39.074208,21.824312
86,37.9901469,23.7120368
182,38.030062,23.7082108
1316,37.9230902,23.7006936
1060,35.2230333,25.7221123
1574,38.0452058,23.7422429
231,37.9748045,23.7751799
1896,38.5331578,21.0763488
1123,37.9768566,23.6532208
1220,37.9606327,23.7125466
890,38.4115377,22.6760481
246,37.9748045,23.7751799
1723,38.0707889,23.9910173
763,39.367557,22.9463704
1899,38.3946867,21.8333976
1563,38.0933352,23.8152429
934,38.3380448,23.6202585
462,40.5745629,22.9465596
567,38.22376260000001,21.7549156
397,41.0195054,22.5371552
506,40.320311,23.0661894
1624,38.01400870000001,23.8242643
1067,37.9552658,23.7220834
1821,40.9715178,22.0586722
1099,37.9578297,23.6372814
407,40.5849639,22.9460941
964,39.92851599999999,25.3626994
681,37.7636881,21.305706
936,38.4109234,23.5490415
534,38.1640464,21.8343074
1686,38.0236403,23.7327993
1869,40.8048828,21.5278364
1092,37.96452,23.5679726
687,37.0802026,22.166867
1730,40.8551059,25.7417761
1184,37.9768566,23.6532208
1759,41.1145301,25.4112679
1125,37.9376968,23.7493748
280,37.9959426,23.6830046
1286,37.9228947,23.7410981
1602,37.8039308,24.0503969
824,39.3587974,21.9415165
216,38.0142141,23.6545055
1240,37.9289902,23.7529947
373,40.7404458,23.0618913
1335,37.9747181,23.6385387
1261,37.9228947,23.7410981
646,37.1508784,22.8343844
610,38.0737742,22.6338975
627,37.5582223,22.7068588
1042,35.3180714,25.1225827
1344,37.9747181,23.6385387
1295,37.8953537,23.744783
1438,38.0293616,23.7329608
860,38.4554672,22.8825938
1470,38.0105641,23.7687275
1211,37.827508,23.8069065
1219,37.9514647,23.7284684
1367,37.9394745,23.713473
1474,38.0017904,23.7977042
593,37.9170427,22.9448182
1330,37.9368069,23.6360172
927,38.5984693,23.5334726
330,40.6762832,22.9433501
1664,38.0413838,23.8031774
492,40.522512,23.0280768
1007,35.4892493,24.0752909
1300,37.9354635,23.7280559
1895,38.381272,21.453899
250,37.976591,23.7649908
1843,40.26291,22.5414037
75,37.99080960000001,23.7450911
570,38.2207737,21.7366312
595,39.074208,21.824312
406,40.5745629,22.9465596
1062,35.2230333,25.7221123
192,37.9959426,23.6830046
573,38.2207737,21.7366312
1267,37.9120426,23.7098513
197,37.9910674,23.6707902
1039,35.2963644,25.0228736
1151,37.98595700000001,23.6524974
1497,38.0330559,23.7498118
100,37.9695107,23.7068342
1599,39.074208,21.824312
1379,37.8838731,23.759146
1640,38.1035092,23.8374452
44,37.99080960000001,23.7450911
377,40.7137773,22.9283587
170,38.0368388,23.7276852
900,38.4554672,22.8825938
433,40.5830803,22.9600784
553,38.2794669,21.7521278
987,38.3591314,26.0650307
1915,39.2648724,20.8749075
1534,38.0556442,23.7583685
1516,38.0330559,23.7498118
728,39.3635451,22.9509289
232,37.976591,23.7649908
1163,37.9299789,23.6342572
1593,37.7905679,23.8908039
953,37.6350671,24.3069247
82,37.9890595,23.6569691
198,37.997718,23.6739508
1691,38.0375283,23.5442699
459,40.6186627,22.9570433
1154,37.9368069,23.6360172
1757,41.1145301,25.4112679
789,39.643729,22.4171512
870,38.4844462,22.9916686
625,37.6456561,22.8146169
1167,37.9703784,23.4636342
402,40.5745629,22.9465596
149,37.976591,23.7649908
303,38.0724807,23.7470526
1707,37.9106901,24.0177053
1140,37.9768566,23.6532208
437,40.60212569999999,22.9727602
1900,38.3946867,21.8333976
190,38.0100326,23.6677927
168,38.0146322,23.7053501
1006,35.5115215,24.0188242
1861,40.3100133,21.7984581
1156,37.9768566,23.6532208
1513,38.0524345,23.8199058
1775,41.0380853,24.3935655
928,38.4109234,23.5490415
180,38.0617317,23.7126572
1629,38.0354686,23.8511229
677,37.6724114,21.3554414
89,37.9817943,23.7170039
1773,40.935216,24.3995818
489,40.522512,23.0280768
884,38.3980277,22.6258244
122,37.9901469,23.7120368
1275,37.9606327,23.7125466
1117,37.96452,23.5679726
1785,41.0753151,24.2271616
1124,37.9534151,23.6595153
1853,40.409884,22.5841075
270,38.0054558,23.6915065
572,38.2478916,21.7361885
998,36.8755596,27.2864059
1423,37.9093343,23.7408677
439,40.6120795,22.9831264
917,38.322432,23.162499
935,38.5984693,23.5334726
42,37.9907104,23.7632924
519,40.39709879999999,23.7870822
893,38.4554672,22.8825938
569,38.3094094,21.8024948
